"Book Value per Share","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.848","1.954","1.999","2.078","2.014","2.004","2.040","1.735","1.590","1.598","1.692","1.494","1.279","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","2.014","1.996","1.940","2.004","2.010","2.003","1.989","2.040","2.034","1.964","1.912","1.735","1.670","1.653","1.622","1.590","1.633","1.647","1.633","1.598","1.611","1.605","1.616","1.692","1.713","1.732","1.654","1.494","1.279"
"Tangible Book per Share","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.601","1.708","1.806","1.901","1.864","1.790","1.763","1.482","1.321","1.295","1.384","1.272","1.098","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","1.864","1.813","1.758","1.790","1.821","1.809","1.799","1.763","1.743","1.596","1.554","1.482","1.410","1.391","1.358","1.321","1.364","1.374","1.323","1.295","1.304","1.298","1.298","1.384","1.403","1.423","1.342","1.272","1.098"
"Total Debt per Share","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.551","0.942","0.962","1.197","1.373","2.196","2.154","1.904","2.458","1.699","1.681","1.488","1.551","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","1.373","2.012","2.148","2.196","2.085","1.888","1.920","2.154","1.931","1.771","2.147","1.904","1.854","1.979","1.811","2.458","1.811","1.962","1.865","1.699","1.843","1.853","1.798","1.681","1.817","2.125","2.046","1.488","1.551"
"Month End Stock Price","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.030","0.890","0.820","1.080","1.280","1.040","0.820","0.660","0.560","0.650","0.570","0.700","0.560","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.230","1.110","1.280","1.160","1.000","1.040","1.040","0.960","1.050","0.820","0.770","0.800","0.730","0.660","0.670","0.700","0.700","0.560","0.590","0.690","0.660","0.650","0.590","0.520","0.550","0.570","0.760","0.860","0.790","0.700","0.620"
"ROE %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.310","8.080","15.010","4.880","4.320","0.720","2.230","-17.450","-6.220","0.580","4.300","-8.680","-10.370","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","19.110","-2.710","0.020","5.280","1.680","0.170","-2.720","9.810","-0.510","-14.060","-9.800","-45.870","-11.730","-3.620","-14.890","5.590","10.600","3.320","0.050","-11.710","1.120","-1.670","0.200","15.840","5.890","4.990","-6.500","-39.980","-1.140"
"ROE % Adjusted to Book Value","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.910","17.570","36.610","9.380","6.750","1.380","5.580","-45.920","-17.770","1.410","12.650","-18.470","-24.120","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","29.860","-4.670","0.040","10.150","3.230","0.350","-5.130","24.530","-1.340","-34.290","-25.790","-120.710","-29.330","-8.620","-34.630","15.970","29.440","7.900","0.130","-28.560","3.030","-5.220","0.590","46.590","13.390","9.980","-13.540","-85.060","-2.380"
"ROA %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.000","4.130","6.920","2.300","1.900","0.290","0.880","-6.610","-2.100","0.190","1.570","-3.120","-3.600","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","7.920","-1.110","0.010","2.070","0.680","0.070","-1.150","3.930","-0.200","-5.850","-3.980","-17.440","-4.230","-1.250","-5.050","1.830","3.520","1.180","0.020","-4.170","0.400","-0.580","0.070","5.750","2.160","1.740","-2.210","-13.760","-0.400"
"ROC (Joel Greenblatt) %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11.450","20.530","31.570","18.170","16.510","3.530","5.150","-10.980","-1.340","5.400","11.660","-4.530","-5.730","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","57.400","2.120","3.520","2.470","5.860","1.670","-1.580","14.430","4.090","-9.020","-5.380","-30.340","-5.500","-0.200","-8.680","10.650","12.940","8.710","5.650","-8.760","7.620","3.820","7.760","28.920","11.530","8.990","-1.630","-36.860","3.990"
"ROIC %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.290","9.160","14.350","5.390","4.870","0.830","2.140","-7.480","-2.040","1.360","2.240","-7.210","-7.930","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","16.790","-1.500","1.300","0.350","2.350","0.590","-1.080","6.520","0.800","-5.970","-3.980","-21.160","4.100","-0.350","-5.880","2.880","8.100","5.460","3.070","-11.320","4.830","11.550","-0.440","2.690","4.090","4.970","-1.340","-38.300","-0.430"
"WACC %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.000","0.000","0.000","5.550","2.640","4.010","4.380","4.230","7.650","5.680","4.930","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.000","10.030","6.670","5.550","4.590","3.180","2.490","2.640","2.510","3.170","3.530","4.010","4.250","4.520","4.790","4.380","4.710","4.220","5.070","4.230","4.380","5.490","5.690","7.650","8.050","8.280","7.360","5.680","0.000"
"Effective Interest Rate on Debt %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.350","7.450","5.950","5.250","4.620","2.730","2.480","3.540","3.300","3.440","4.420","4.100","2.960","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","8.880","1.680","2.860","2.450","3.030","1.930","2.300","3.330","2.570","2.670","3.180","6.070","3.190","3.370","3.810","4.280","2.770","5.540","5.670","0.760","5.000","4.490","7.400","4.330","4.440","4.020","3.640","1.540","2.280"
"Gross Margin %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","47.000","46.120","33.760","41.130","34.870","78.020","71.340","45.900","41.950","47.830","66.710","56.320","53.810","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","70.980","58.870","-22.480","79.620","78.500","80.730","71.090","94.200","88.970","33.650","71.960","38.140","30.260","62.920","33.870","36.020","25.000","62.850","31.780","35.510","35.850","86.300","32.460","52.080","45.890","110.230","24.390","42.000","50.690","111.690","11.130"
"Operating Margin %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.540","7.070","9.240","5.360","5.300","2.050","2.940","-6.000","-1.290","1.930","2.880","-3.830","-5.570","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.560","4.700","7.740","1.060","2.690","1.570","4.120","1.130","-1.000","5.590","3.040","-5.790","-3.210","-12.820","3.610","-0.320","-4.540","1.230","6.000","5.190","3.810","-6.970","4.060","2.490","2.350","2.710","3.510","5.030","-1.090","-29.540","1.270"
"Net Margin %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.820","3.620","6.460","2.360","2.050","0.430","1.150","-8.060","-2.270","0.250","1.980","-3.280","-4.500","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.270","0.830","3.260","-1.400","0.020","2.840","1.050","0.100","-1.560","3.540","-0.340","-7.980","-4.730","-14.420","-5.510","-1.650","-6.060","1.300","4.180","1.510","0.020","-4.870","0.530","-1.000","0.050","5.490","1.900","2.160","-2.670","-18.090","-0.510"
"FCF Margin %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-1.810","1.670","-14.980","-1.480","-7.800","-13.930","6.450","-3.150","9.680","0.730","-0.610","8.660","3.630","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.000","0.000","0.000","0.000","11.120","1.950","2.710","18.050","0.000","0.000","0.000","0.000","-4.420","-5.490","12.470","23.430","4.800","0.000","0.000","0.000","1.070","-39.250","9.200","7.700","-7.470","-34.830","18.830","70.830","-39.650"
"Debt-to-Equity","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.298","0.482","0.481","0.576","0.682","1.096","1.056","1.097","1.546","1.063","0.994","0.996","1.213","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.682","1.008","1.107","1.096","1.037","0.943","0.966","1.056","0.949","0.902","1.123","1.097","1.110","1.197","1.117","1.546","1.109","1.191","1.141","1.063","1.144","1.155","1.112","0.994","1.061","1.226","1.236","0.996","1.213"
"Equity-to-Asset","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.605","0.445","0.477","0.466","0.415","0.399","0.391","0.366","0.310","0.355","0.372","0.347","0.349","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.415","0.405","0.385","0.399","0.419","0.434","0.411","0.391","0.414","0.418","0.394","0.366","0.356","0.334","0.345","0.310","0.358","0.353","0.358","0.355","0.349","0.345","0.354","0.372","0.360","0.339","0.342","0.347","0.349"
"Debt-to-Asset","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.181","0.215","0.230","0.268","0.283","0.437","0.413","0.401","0.479","0.378","0.370","0.345","0.423","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.283","0.408","0.426","0.437","0.435","0.409","0.397","0.413","0.393","0.377","0.443","0.401","0.395","0.399","0.386","0.479","0.397","0.420","0.408","0.378","0.399","0.398","0.393","0.370","0.382","0.416","0.422","0.345","0.423"
"Gross-Profit-to-Asset %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","51.530","52.540","36.130","40.030","32.280","52.870","54.410","37.660","38.730","36.930","52.820","53.630","43.030","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","-54.710","63.050","47.950","58.740","46.580","66.380","65.270","37.370","42.790","27.950","25.470","76.080","26.040","27.270","20.830","88.690","26.780","27.780","25.530","73.960","24.170","30.250","61.250","115.500","27.720","33.860","42.000","84.950","8.610"
"Asset Turnover","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.097","1.139","1.070","0.973","0.926","0.678","0.763","0.820","0.923","0.772","0.792","0.952","0.800","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.609","0.198","0.153","0.182","0.164","0.176","0.183","0.278","0.149","0.183","0.210","0.302","0.192","0.189","0.208","0.353","0.211","0.196","0.178","0.214","0.186","0.145","0.334","0.262","0.284","0.202","0.207","0.190","0.193"
