"Book Value per Share","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.140","0.158","0.179","0.193","0.221","0.246","0.255","0.276","0.310","0.354","0.386","0.409","0.402","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.221","0.246","0.249","0.254","0.259","0.255","0.258","0.262","0.263","0.276","0.301","0.304","0.302","0.310","0.318","0.339","0.335","0.354","0.306","0.365","0.372","0.386","0.388","0.392","0.397","0.409","0.402"
"Tangible Book per Share","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.108","0.127","0.145","0.158","0.182","0.200","0.211","0.217","0.250","0.293","0.327","0.353","0.347","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.182","0.200","0.205","0.211","0.216","0.211","0.215","0.219","0.212","0.217","0.244","0.246","0.238","0.250","0.260","0.276","0.274","0.293","0.255","0.306","0.313","0.327","0.329","0.332","0.340","0.353","0.347"
"Total Debt per Share","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.117","0.122","0.113","0.113","0.115","0.122","0.147","0.262","0.308","0.370","0.381","0.378","0.387","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.115","0.122","0.110","0.112","0.109","0.147","0.174","0.213","0.238","0.262","0.303","0.303","0.297","0.308","0.305","0.353","0.340","0.370","0.316","0.395","0.386","0.381","0.373","0.375","0.377","0.378","0.387"
"Month End Stock Price","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.130","0.220","0.160","0.420","0.600","0.760","0.920","0.970","0.930","1.060","1.050","0.970","1.100","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.600","0.760","0.830","0.950","0.980","0.920","0.960","1.100","0.990","0.970","0.750","0.850","0.970","0.930","1.070","1.060","1.050","1.060","1.070","1.060","1.060","1.050","1.010","1.060","1.040","0.970","0.890"
"ROE %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.260","15.610","15.720","18.280","16.980","17.290","14.570","9.750","12.200","9.910","9.730","9.750","9.920","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","14.460","14.380","13.280","15.010","9.690","9.620","7.300","12.370","10.410","10.880","9.440","16.080","10.460","10.680","11.090","7.620","9.200","8.010","8.420","13.240","9.500","7.860","7.360","14.330","9.930"
"ROE % Adjusted to Book Value","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.960","11.230","17.660","8.390","6.270","5.600","4.040","2.780","4.070","3.310","3.580","4.110","3.180","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","4.340","3.840","3.510","4.160","2.600","2.290","1.940","3.520","4.180","3.890","2.940","5.360","3.110","3.410","3.540","2.550","2.630","2.760","2.950","4.870","3.650","2.910","2.810","6.050","4.490"
"ROA %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.720","6.440","6.900","8.370","7.790","7.900","6.660","4.060","4.640","3.730","3.800","3.960","3.960","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","6.780","7.020","6.600","7.170","4.380","4.180","3.040","4.890","4.020","4.250","3.660","6.120","4.000","4.120","4.250","2.900","3.490","3.080","3.240","5.220","3.860","3.180","2.970","5.840","3.890"
"ROC (Joel Greenblatt) %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15.620","19.580","24.100","30.350","31.510","33.820","26.300","15.680","17.940","13.010","12.090","11.330","14.200","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","32.580","33.500","30.280","15.590","17.450","19.020","14.070","14.400","17.490","20.210","20.280","15.800","17.550","18.530","18.470","1.030","15.750","13.380","14.020","18.450","15.540","12.570","12.520","17.570","13.800"
"ROIC %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.720","10.540","10.250","12.600","11.000","10.650","9.510","5.780","6.700","6.170","6.720","6.320","6.170","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","11.220","11.330","10.370","6.280","6.030","6.210","4.560","6.130","6.050","6.550","6.650","6.140","6.620","6.810","7.040","4.480","6.440","4.950","5.060","8.920","7.140","5.010","4.630","8.340","6.530"
"WACC %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.000","0.000","0.000","0.000","7.090","6.160","4.250","5.060","5.090","3.620","2.670","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.000","5.600","8.510","7.090","5.260","5.870","6.230","6.160","6.310","6.190","5.220","4.250","4.430","5.020","4.550","5.060","4.340","3.200","3.450","5.090","3.840","3.640","3.720","3.620","3.460"
"Effective Interest Rate on Debt %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.370","5.280","4.860","4.540","3.540","2.090","1.460","1.090","2.020","0.330","0.730","0.910","4.990","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","5.040","6.660","7.900","-10.630","3.520","4.500","4.150","-6.090","3.150","4.510","5.040","-4.990","4.620","4.710","5.030","-11.840","5.380","4.100","4.440","6.240","5.320","5.050","4.240","5.660","5.030"
"Gross Margin %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","29.220","29.550","29.070","28.780","30.450","31.530","31.320","27.570","29.320","29.020","29.800","30.360","30.410","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","29.770","30.010","30.110","35.510","30.840","31.540","28.960","19.830","30.260","30.950","32.690","23.310","30.790","31.360","31.500","22.290","31.220","29.030","30.050","29.860","30.190","29.890","29.110","32.100","30.470"
"Operating Margin %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.020","8.400","8.990","9.730","8.700","8.340","8.140","6.040","7.860","7.760","8.490","8.180","7.920","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","8.540","9.350","8.430","6.160","5.620","5.810","4.820","7.720","7.250","7.810","8.240","8.080","7.570","8.300","8.390","6.740","8.220","6.680","6.790","10.820","8.940","6.800","6.620","9.550","8.600"
"Net Margin %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.930","6.700","6.760","7.610","7.190","7.530","6.680","4.420","5.420","4.750","5.020","5.090","5.110","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","6.340","6.570","6.290","7.550","4.600","4.300","3.440","5.260","5.010","5.090","4.430","6.970","4.770","5.040","5.290","3.890","4.590","3.960","4.240","7.090","4.910","4.060","3.800","7.310","5.160"
"FCF Margin %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-1.800","-0.800","0.260","-6.470","-1.620","3.470","-6.980","-7.710","-2.120","-5.770","-4.270","-2.000","-1.120","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","-12.290","-2.560","8.090","-21.730","-11.050","-10.030","-18.230","6.680","-13.690","4.690","-2.010","1.190","-4.770","-7.580","2.640","-13.610","-1.770","-15.600","12.080","-11.800","3.170","-2.000","1.310","-9.940","6.290"
"Debt-to-Equity","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.839","0.774","0.634","0.584","0.520","0.497","0.576","0.946","0.994","1.045","0.988","0.922","0.962","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.520","0.497","0.444","0.441","0.421","0.576","0.674","0.811","0.904","0.946","1.006","0.995","0.984","0.994","0.960","1.043","1.015","1.045","1.032","1.080","1.037","0.988","0.962","0.956","0.949","0.922","0.962"
"Equity-to-Asset","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.402","0.422","0.454","0.461","0.458","0.456","0.458","0.383","0.378","0.376","0.405","0.408","0.377","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.481","0.495","0.499","0.458","0.446","0.424","0.408","0.383","0.390","0.391","0.384","0.378","0.388","0.383","0.384","0.376","0.382","0.387","0.383","0.405","0.407","0.401","0.407","0.408","0.377"
"Debt-to-Asset","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.337","0.327","0.288","0.269","0.238","0.226","0.264","0.363","0.375","0.393","0.400","0.376","0.363","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.214","0.218","0.210","0.264","0.301","0.344","0.369","0.363","0.392","0.389","0.378","0.375","0.373","0.400","0.390","0.393","0.394","0.418","0.398","0.400","0.391","0.384","0.386","0.376","0.363"
"Gross-Profit-to-Asset %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","22.040","28.390","29.670","31.620","33.020","33.080","31.230","25.330","25.090","22.790","22.540","23.630","23.610","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","31.800","32.060","31.610","33.740","29.330","30.660","25.620","18.460","24.290","25.810","26.960","20.460","25.830","25.650","25.340","16.600","23.690","22.560","23.010","21.980","23.720","23.400","22.750","25.640","22.980"
"Asset Turnover","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.755","0.961","1.021","1.099","1.084","1.049","0.997","0.919","0.856","0.785","0.756","0.779","0.780","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.267","0.267","0.262","0.237","0.238","0.243","0.221","0.233","0.201","0.209","0.206","0.219","0.210","0.204","0.201","0.186","0.190","0.194","0.191","0.184","0.196","0.196","0.195","0.200","0.189"
"Dividend Payout Ratio","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.538","0.652","0.192","0.382","0.485","0.447","0.606","0.615","0.343","0.714","0.516","0.545","0.510","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.533","1.000","0.444","0.500","0.500","1.000","0.012","0.750","0.375","0.000","0.500","0.571","0.417","0.875","0.444","0.444","2.000","0.571","0.833","0.308","0.400","0.750","0.833","0.333","0.333","0.556"
